structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_all_m_min,range_all_m_median,range_all_m_max,range_valid_m_min,range_valid_m_median,range_valid_m_max,intensity_valid_min,intensity_valid_median,intensity_valid_max,azimuth_deg,observed_centroid_world_x_m,observed_centroid_world_y_m,observed_centroid_world_z_m,previous_observed_frame,gap_frames,nn_world_median_m,nn_world_p95_m
206:10:71,10,71,279,573,573,9.082271575927734,9.396312713623047,10.725724220275879,9.082271575927734,9.396312713623047,10.725724220275879,0.0022857142612338066,0.01371428556740284,0.48828572034835815,75.17747291135548,56.31448059952751,-35.948251383303365,-0.16193495068059124,278,1,0.04027117248315949,0.11971562631938852
206:10:71,10,71,280,591,591,9.003273010253906,9.33670425415039,10.665936470031738,9.003273010253906,9.33670425415039,10.665936470031738,0.001714285695925355,0.01485714316368103,0.5725714564323425,76.52817461677681,56.340777739420474,-35.99033912970032,-0.1489624851375003,279,1,0.04354960835677774,0.1162840805956483
206:10:71,10,71,281,590,590,8.84227466583252,9.245954513549805,10.59896469116211,8.84227466583252,9.245954513549805,10.59896469116211,0.0020000000949949026,0.015428571030497551,1.1779999732971191,77.76653294775937,56.37433279084104,-36.073762242521795,-0.13303863980556246,280,1,0.036287194818701504,0.11294602835263695
206:10:71,10,71,282,592,592,8.94027328491211,9.174614906311035,10.527726173400879,8.94027328491211,9.174614906311035,10.527726173400879,0.0020000000949949026,0.016285713762044907,1.5091428756713867,79.36907949616386,56.38725688864649,-36.12066586669492,-0.12154177156237364,281,1,0.041427260289164394,0.1074247283648932
206:10:71,10,71,283,622,622,8.929019927978516,9.11722183227539,10.494963645935059,8.929019927978516,9.11722183227539,10.494963645935059,0.0020000000949949026,0.016285713762044907,0.9071428775787354,81.049206323751,56.40137944263403,-36.16476795620547,-0.09471588233630895,282,1,0.043123312882824255,0.11341155232298304
206:10:71,10,71,284,628,628,8.885570526123047,9.083171844482422,10.513216972351074,8.885570526123047,9.083171844482422,10.513216972351074,0.001714285695925355,0.01614285632967949,0.7591428756713867,82.82521592441454,56.40652710069333,-36.180673455131085,-0.10470925516630825,283,1,0.04033928765219758,0.12320704952538117
206:10:71,10,71,285,615,615,8.822571754455566,9.05349349975586,10.493480682373047,8.822571754455566,9.05349349975586,10.493480682373047,0.001714285695925355,0.017999999225139618,0.8374285697937012,84.29413526525323,56.44966692085984,-36.24044701720694,-0.08693066978551138,284,1,0.03445579942072242,0.09978928326211178
206:10:71,10,71,286,586,586,8.81357192993164,9.046611785888672,10.510479927062988,8.81357192993164,9.046611785888672,10.510479927062988,0.0022857142612338066,0.0178571417927742,0.49657142162323,85.97491531000159,56.46580839853739,-36.269516545826505,-0.08644302353162678,285,1,0.03841357786263388,0.13969217270271986
206:10:71,10,71,287,603,603,8.864274024963379,9.039738655090332,10.607004165649414,8.864274024963379,9.039738655090332,10.607004165649414,0.0020000000949949026,0.017142856493592262,0.5174285769462585,87.83878256478702,56.48691255382087,-36.25767176997547,-0.0683991162399446,286,1,0.04057532964127795,0.13517734531983377
206:10:71,10,71,288,579,579,8.81002140045166,9.053568840026855,10.58948040008545,8.81002140045166,9.053568840026855,10.58948040008545,0.0025714286603033543,0.016857143491506577,0.6751428842544556,89.5156121243776,56.5129967390731,-36.275216236143194,-0.06715045834232676,287,1,0.034747892291727075,0.11998946969690848
206:10:71,10,71,289,573,573,8.826274871826172,9.064061164855957,10.602216720581055,8.826274871826172,9.064061164855957,10.602216720581055,0.0020000000949949026,0.017142856493592262,0.6100000143051147,91.26022139446454,56.50833968330611,-36.276082605583895,-0.0713807728048946,288,1,0.04332044912267791,0.12563947335262413
206:10:71,10,71,290,581,581,8.830572128295898,9.086809158325195,10.620216369628906,8.830572128295898,9.086809158325195,10.620216369628906,0.001714285695925355,0.015428571030497551,1.0174285173416138,93.19505397283216,56.47819665039698,-36.245749561295554,-0.07644111555265963,289,1,0.03825933504451143,0.10026168843512723
206:10:71,10,71,291,579,579,8.757063865661621,9.123492240905762,10.687215805053711,8.757063865661621,9.123492240905762,10.687215805053711,0.0020000000949949026,0.014571428298950195,0.4405714273452759,94.81285999742215,56.47594515292249,-36.24436816316166,-0.07200704127280065,290,1,0.04255992162997966,0.12065140728653809
206:10:71,10,71,292,550,550,8.78931999206543,9.162897109985352,10.7539644241333,8.78931999206543,9.162897109985352,10.7539644241333,0.001714285695925355,0.01485714316368103,0.7565714120864868,96.35593897360755,56.467312346776914,-36.22943484201337,-0.055793320075281136,291,1,0.0402718640320034,0.11114513920955155
206:10:71,10,71,293,551,551,8.825319290161133,9.177844047546387,10.811213493347168,8.825319290161133,9.177844047546387,10.811213493347168,0.001714285695925355,0.014000000432133675,1.391714334487915,97.48866192268457,56.50613221260514,-36.266461615732176,-0.0646465347503197,292,1,0.036816354515276525,0.1264186767066867
206:10:71,10,71,294,527,527,8.876811027526855,9.235112190246582,10.860215187072754,8.876811027526855,9.235112190246582,10.860215187072754,0.0022857142612338066,0.01485714316368103,0.37542855739593506,98.93043379872687,56.493030328256985,-36.24670773902283,-0.06826187572752221,293,1,0.03807218571929677,0.13006738950805424
206:10:71,10,71,295,521,521,8.821571350097656,9.258807182312012,10.883214950561523,8.821571350097656,9.258807182312012,10.883214950561523,0.0022857142612338066,0.013142856769263744,0.8199999928474426,100.01533581887249,56.50834372654228,-36.24277484266877,-0.0557714315176942,294,1,0.03888064477539812,0.11319587177628344
206:10:71,10,71,296,538,538,8.895569801330566,9.31137752532959,10.952213287353516,8.895569801330566,9.31137752532959,10.952213287353516,0.0020000000949949026,0.012857142835855484,0.4519999921321869,101.06568453269038,56.511031328419946,-36.26421662094604,-0.059421478254728585,295,1,0.03829916326219729,0.10642992552449212
206:10:71,10,71,297,536,536,8.86306381225586,9.329324722290039,10.996213912963867,8.86306381225586,9.329324722290039,10.996213912963867,0.001714285695925355,0.012428571470081806,0.5451428294181824,102.15750163675764,56.52277674949929,-36.236930109571645,-0.05161068895321249,296,1,0.04629043023390183,0.13098911467237298
206:10:71,10,71,298,487,487,8.953570365905762,9.392841339111328,11.044214248657227,8.953570365905762,9.392841339111328,11.044214248657227,0.0020000000949949026,0.012000000104308128,0.2697142958641052,103.31344989458034,56.52630633999778,-36.22345773990262,-0.05118146663754019,297,1,0.047056139836119615,0.13113987648109043
206:10:71,10,71,299,517,517,8.899063110351562,9.425490379333496,11.125212669372559,8.899063110351562,9.425490379333496,11.125212669372559,0.0020000000949949026,0.011428571306169033,0.5288571715354919,104.26482004675184,56.530171769568746,-36.22974071751796,-0.04367226995501792,298,1,0.05255283335915519,0.12098893391860052
206:10:71,10,71,300,492,492,8.897812843322754,9.460769653320312,11.153475761413574,8.897812843322754,9.460769653320312,11.153475761413574,0.0022857142612338066,0.012285714037716389,0.5019999742507935,105.10819249490272,56.563737217670344,-36.22816777753753,-0.04008375473271078,299,1,0.053119713284784875,0.165548075586687
206:10:71,10,71,301,496,496,8.885021209716797,9.507233619689941,11.189476013183594,8.885021209716797,9.507233619689941,11.189476013183594,0.0014285714132711291,0.012000000104308128,0.4934285581111908,106.11711221399963,56.54400215512917,-36.22889778299784,-0.012243345050994472,300,1,0.05161218069800435,0.13622075124866875
206:10:71,10,71,302,483,483,9.04127311706543,9.542805671691895,11.206721305847168,9.04127311706543,9.542805671691895,11.206721305847168,0.0020000000949949026,0.011714286170899868,0.23399999737739563,106.9037596574085,56.5553498307042,-36.23885817887601,-0.026882565893567516,301,1,0.042711813820001325,0.1294125447023169
206:10:71,10,71,303,465,465,9.10106086730957,9.5800142288208,11.286721229553223,9.10106086730957,9.5800142288208,11.286721229553223,0.001714285695925355,0.012571428902447224,0.3840000033378601,107.67032236262521,56.562483190975215,-36.25976564039716,-0.036457763671213665,302,1,0.04075472614856711,0.13865754257942955
206:10:71,10,71,304,453,453,9.07981014251709,9.65001392364502,11.30472183227539,9.07981014251709,9.65001392364502,11.30472183227539,0.0020000000949949026,0.011714286170899868,0.20514285564422607,108.21811768510517,56.58174582517965,-36.25615387163352,-0.027598624090085178,303,1,0.05201892158243585,0.13905162837596957
206:10:71,10,71,305,429,429,9.144061088562012,9.695733070373535,11.195476531982422,9.144061088562012,9.695733070373535,11.195476531982422,0.0020000000949949026,0.011714286170899868,0.6514285802841187,109.14352916904659,56.55875757349807,-36.216329960163584,-0.0534130394958038,304,1,0.05586829926666555,0.13635034733465326
206:10:71,10,71,306,451,451,9.14480972290039,9.70273208618164,11.476210594177246,9.14480972290039,9.70273208618164,11.476210594177246,0.0020000000949949026,0.010857142508029938,0.4560000002384186,109.39241389228063,56.61902771904762,-36.2807492344961,-0.039223515575212566,305,1,0.050724635261803264,0.13776857283865437
206:10:71,10,71,307,437,437,9.094809532165527,9.767803192138672,11.310476303100586,9.094809532165527,9.767803192138672,11.310476303100586,0.0020000000949949026,0.011142857372760773,0.49371427297592163,109.92802697805378,56.64295082170033,-36.30136706412735,-0.04463238955516601,306,1,0.05156085233469416,0.14144543149483146
206:10:71,10,71,308,429,429,9.124809265136719,9.845309257507324,11.564474105834961,9.124809265136719,9.845309257507324,11.564474105834961,0.0014285714132711291,0.011428571306169033,0.3677142858505249,110.62192394151674,56.65834805458139,-36.28107317621617,-0.02800028060426753,307,1,0.0558506936676922,0.14555788140132953
206:10:71,10,71,309,411,411,9.152567863464355,9.847179412841797,11.537210464477539,9.152567863464355,9.847179412841797,11.537210464477539,0.001714285695925355,0.010857142508029938,0.2362857162952423,111.17882189517613,56.69439799447752,-36.31169678574809,-0.04076177182640733,308,1,0.05679507851323477,0.14913216694998604
206:10:71,10,71,310,409,409,9.257566452026367,9.884970664978027,11.71220874786377,9.257566452026367,9.884970664978027,11.71220874786377,0.001714285695925355,0.011714286170899868,0.5162857174873352,112.06615019037932,56.68140347071595,-36.31640402624178,-0.04333024109007182,309,1,0.05346886820546344,0.14821901692010797
206:10:71,10,71,311,391,391,9.34256649017334,9.94176197052002,11.683958053588867,9.34256649017334,9.94176197052002,11.683958053588867,0.0022857142612338066,0.011714286170899868,0.5191428661346436,112.6955405131946,56.70578946672772,-36.333212518997904,-0.026379410936940767,310,1,0.0543032570616781,0.15008243423775525
206:10:71,10,71,312,393,393,9.434565544128418,10.025307655334473,11.569957733154297,9.434565544128418,10.025307655334473,11.569957733154297,0.0020000000949949026,0.011428571306169033,0.335999995470047,113.40824829273163,56.718879686654915,-36.33128954906814,-0.021690993515552735,311,1,0.05243294032505574,0.14298257396881853
206:10:71,10,71,313,394,394,9.348566055297852,10.023374557495117,11.918207168579102,9.348566055297852,10.023374557495117,11.918207168579102,0.0020000000949949026,0.010857142508029938,0.2297142893075943,114.03749056943228,56.75079610454147,-36.3626728486995,-0.02291218922665386,312,1,0.05333201548019324,0.16156524035368786
206:10:71,10,71,314,382,382,9.540312767028809,10.151265144348145,11.979207992553711,9.540312767028809,10.151265144348145,11.979207992553711,0.0022857142612338066,0.010857142508029938,0.4211428463459015,114.96560150769521,56.7436731224518,-36.33879086394644,-0.02913562341022178,313,1,0.05113780571887877,0.13961678619652818
206:10:71,10,71,315,344,344,9.580804824829102,10.166280746459961,11.997955322265625,9.580804824829102,10.166280746459961,11.997955322265625,0.0025714286603033543,0.011428571306169033,0.3382857143878937,115.3591732421877,56.803165956655874,-36.390284437116,-0.007559132622052196,314,1,0.0568696778263926,0.14458124554405616
206:10:71,10,71,316,350,350,9.647805213928223,10.27813720703125,11.88650894165039,9.647805213928223,10.27813720703125,11.88650894165039,0.0022857142612338066,0.010428572073578835,0.48914286494255066,116.08425448786672,56.82626611695183,-36.39461136656158,-0.024899019167530463,315,1,0.054662612822882095,0.1578106878410445
206:10:71,10,71,317,356,356,9.69780445098877,10.32365894317627,11.798208236694336,9.69780445098877,10.32365894317627,11.798208236694336,0.001714285695925355,0.009999999776482582,0.35742858052253723,116.80144831983783,56.84048208702496,-36.424254370192095,0.009234542790095265,316,1,0.0510774731180865,0.14729047345360102
206:10:71,10,71,318,334,334,9.523805618286133,10.400176048278809,11.94295597076416,9.523805618286133,10.400176048278809,11.94295597076416,0.001714285695925355,0.010857142508029938,0.5920000076293945,117.46696263740063,56.85719929969661,-36.43511897316606,-0.011690307462349572,317,1,0.05916168228312007,0.14849040248005568
206:10:71,10,71,319,305,305,9.830012321472168,10.444260597229004,12.084207534790039,9.830012321472168,10.444260597229004,12.084207534790039,0.0025714286603033543,0.010857142508029938,0.49628570675849915,118.36810950456174,56.842236752387116,-36.43618174368522,-0.01861510019748892,318,1,0.06037184435791177,0.1466768008716249
206:10:71,10,71,320,315,315,9.89001178741455,10.523259162902832,12.423206329345703,9.89001178741455,10.523259162902832,12.423206329345703,0.001714285695925355,0.010857142508029938,0.3837142884731293,118.94878258432713,56.878445163975876,-36.43304665079706,-0.01528998533663382,319,1,0.06463496098297507,0.14706073572055936
206:10:71,10,71,321,306,306,9.960561752319336,10.594369888305664,11.9817476272583,9.960561752319336,10.594369888305664,11.9817476272583,0.0020000000949949026,0.010571428574621677,0.6114285588264465,119.76994880807844,56.85815242782784,-36.43816799723571,-0.007968942072799698,320,1,0.0652186025824106,0.1428124000452239
206:10:71,10,71,322,304,304,10.031052589416504,10.692708015441895,12.721744537353516,10.031052589416504,10.692708015441895,12.721744537353516,0.001714285695925355,0.010571428574621677,0.5417143106460571,120.29816836686994,56.863451996057094,-36.436604383520454,-0.01940292853636898,321,1,0.0588050790856314,0.15353034343969513
206:10:71,10,71,323,289,289,10.096835136413574,10.732964515686035,12.199995040893555,10.096835136413574,10.732964515686035,12.199995040893555,0.001714285695925355,0.009714285843074322,0.5251428484916687,120.56958364742435,56.90936213788386,-36.4608976164408,-0.010407565668062653,322,1,0.06121639497618478,0.1453417447026305
206:10:71,10,71,324,307,307,10.125834465026855,10.870755195617676,12.577994346618652,10.125834465026855,10.870755195617676,12.577994346618652,0.0022857142612338066,0.009999999776482582,0.5622857213020325,121.3047818587614,56.882732659949696,-36.41644373384127,-0.03484947316405547,323,1,0.06677706520400663,0.15331686064105432
206:10:71,10,71,325,296,296,10.046339988708496,10.894739151000977,12.407785415649414,10.046339988708496,10.894739151000977,12.407785415649414,0.0020000000949949026,0.009999999776482582,0.7194285988807678,121.74989354862632,56.890836211912806,-36.4617742829266,-0.026600983550073,324,1,0.06077844288550797,0.15427185472977697
206:10:71,10,71,326,269,269,10.263833999633789,10.925553321838379,12.844992637634277,10.263833999633789,10.925553321838379,12.844992637634277,0.0025714286603033543,0.009999999776482582,0.9757142663002014,122.14943396314578,56.92058321809225,-36.494144977848215,-0.014337237883368614,325,1,0.0593224242801377,0.16463420381283944
206:10:71,10,71,327,262,262,10.214605331420898,10.972799301147461,12.501994132995605,10.214605331420898,10.972799301147461,12.501994132995605,0.001714285695925355,0.009714285843074322,0.5911428332328796,123.00446726564012,56.86748543590226,-36.47777497059413,-0.04412568690251596,326,1,0.062146452955311474,0.20156721871908842
206:10:71,10,71,328,249,249,10.282605171203613,11.061171531677246,12.466248512268066,10.282605171203613,11.061171531677246,12.466248512268066,0.0020000000949949026,0.009428570978343487,0.45399999618530273,123.5362044298885,56.88091201928006,-36.46776691136434,0.001116713231066004,327,1,0.06558509057156983,0.15820983053041568
206:10:71,10,71,329,230,230,10.30405044555664,11.167757034301758,12.718504905700684,10.30405044555664,11.167757034301758,12.718504905700684,0.0022857142612338066,0.010285714641213417,0.3651428520679474,123.79302063592516,56.953988126467955,-36.48549225830863,-0.03855165233349354,328,1,0.07136382653969793,0.16276381908588722
206:10:71,10,71,330,226,226,10.421049118041992,11.23856258392334,12.734745025634766,10.421049118041992,11.23856258392334,12.734745025634766,0.0025714286603033543,0.009857142344117165,0.6894285678863525,124.56439452077132,56.92752508205271,-36.48024669285544,-0.019175202768351204,329,1,0.06865778686159742,0.1951628531890709
206:10:71,10,71,331,240,240,10.434305191040039,11.30134105682373,13.155948638916016,10.434305191040039,11.30134105682373,13.155948638916016,0.001714285695925355,0.008857143111526966,0.9677143096923828,125.19389761308254,56.91485049475091,-36.46768943707888,-0.027507392662781644,330,1,0.07629819694038714,0.18849901804990338
206:10:71,10,71,332,236,236,10.696555137634277,11.404945373535156,13.071501731872559,10.696555137634277,11.404945373535156,13.071501731872559,0.001714285695925355,0.009428570978343487,0.817714273929596,125.55450547873951,56.95555897474688,-36.498394713312955,-0.013487625615715794,331,1,0.07257468740136314,0.1723307823284395
206:10:71,10,71,333,205,205,10.731796264648438,11.423550605773926,12.993502616882324,10.731796264648438,11.423550605773926,12.993502616882324,0.0014285714132711291,0.010857142508029938,0.6722857356071472,125.67681602558413,57.027026316919816,-36.547825424094576,-0.036401451502922164,332,1,0.07285165286828743,0.16562179832957405
206:10:71,10,71,334,202,202,10.836554527282715,11.550359725952148,13.216741561889648,10.836554527282715,11.550359725952148,13.216741561889648,0.0025714286603033543,0.009714285843074322,0.6974285840988159,126.11968683604324,57.0505301662234,-36.514505405355706,-0.031567055883676254,333,1,0.07863496024411831,0.15393538004689228
206:10:71,10,71,335,209,209,10.95655345916748,11.537041664123535,13.222742080688477,10.95655345916748,11.537041664123535,13.222742080688477,0.0020000000949949026,0.010285714641213417,0.9348571300506592,126.33514521887014,57.098884135558514,-36.586053173837556,-0.03565863801916136,334,1,0.07301962435140144,0.2126687437213188
206:10:71,10,71,336,198,198,11.012553215026855,11.719234466552734,13.272541046142578,11.012553215026855,11.719234466552734,13.272541046142578,0.0025714286603033543,0.010142857208848,0.8897143006324768,127.10548709765705,57.05467299120263,-36.521174812391195,-0.044603894675015146,335,1,0.08133319104237664,0.20467857435656892
206:10:71,10,71,337,177,177,11.005553245544434,11.75374984741211,13.267742156982422,11.005553245544434,11.75374984741211,13.267742156982422,0.0025714286603033543,0.010857142508029938,1.027999997138977,126.95013061195996,57.163555452232195,-36.603356255308455,-0.012774409073733289,336,1,0.08721199853580494,0.16980261334651553
206:10:71,10,71,338,196,196,11.169001579284668,11.85418701171875,13.59694766998291,11.169001579284668,11.85418701171875,13.59694766998291,0.001714285695925355,0.010571428574621677,0.828000009059906,127.82367628597301,57.08303660575293,-36.57644133959409,-0.037228820802115,337,1,0.07395494660456525,0.1579659970202804
206:10:71,10,71,339,172,172,11.183793067932129,11.851359367370605,13.37578010559082,11.183793067932129,11.851359367370605,13.37578010559082,0.0025714286603033543,0.009857142344117165,1.0479999780654907,127.54543401888564,57.212243124428305,-36.66752743086715,-0.01364467331101495,338,1,0.078308952945564,0.17719032400503495
206:10:71,10,71,340,190,190,11.246550559997559,11.9616117477417,13.642780303955078,11.246550559997559,11.9616117477417,13.642780303955078,0.0022857142612338066,0.010428572073578835,1.393142819404602,128.08047087062144,57.19724513810582,-36.63840996033377,-0.007217202596936513,339,1,0.07421797997009666,0.16982727381500634
206:10:71,10,71,341,187,187,11.331550598144531,11.963294982910156,14.041945457458496,11.331550598144531,11.963294982910156,14.041945457458496,0.0020000000949949026,0.009999999776482582,0.8145714402198792,128.6812172859391,57.145958256927536,-36.65295195251239,-0.03270923441672247,340,1,0.07872710724827181,0.16212088121220397
206:10:71,10,71,342,162,162,11.389791488647461,12.123123168945312,13.935779571533203,11.389791488647461,12.123123168945312,13.935779571533203,0.0025714286603033543,0.011142857372760773,1.1545714139938354,128.7108992070932,57.21585468322255,-36.6556108889382,-0.04356915568577698,341,1,0.08049690531124486,0.16917811755395748
206:10:71,10,71,343,178,178,11.54779052734375,12.131732940673828,14.051738739013672,11.54779052734375,12.131732940673828,14.051738739013672,0.001714285695925355,0.009857142344117165,1.540857195854187,129.08652007053465,57.209641975047354,-36.69812339322031,-0.009762953287905584,342,1,0.07885833699389434,0.18281705203966295
206:10:71,10,71,344,172,172,11.508790016174316,12.204482078552246,14.115777969360352,11.508790016174316,12.204482078552246,14.115777969360352,0.003142857225611806,0.01128571480512619,0.9668571352958679,129.17176986008704,57.260692509238524,-36.70963680248474,-0.032269474390498196,343,1,0.07463594130569269,0.2015159061484549
206:10:71,10,71,345,149,149,11.706789016723633,12.38992691040039,13.718241691589355,11.706789016723633,12.38992691040039,13.718241691589355,0.0025714286603033543,0.010285714641213417,1.1597143411636353,129.74812482835915,57.22095589537417,-36.684890675643594,-0.023401961608721798,344,1,0.0840970836460489,0.15963562802927533
206:10:71,10,71,346,152,152,11.813788414001465,12.362129211425781,14.235737800598145,11.813788414001465,12.362129211425781,14.235737800598145,0.001714285695925355,0.009999999776482582,1.0577143430709839,129.48650831195116,57.34484811658149,-36.75002131629824,-0.03301205967736565,345,1,0.08044621708186828,0.1716020648484357
206:10:71,10,71,347,144,144,11.929997444152832,12.41193962097168,14.404985427856445,11.929997444152832,12.41193962097168,14.404985427856445,0.0025714286603033543,0.009999999776482582,1.1025714874267578,130.09249367360425,57.2777058224655,-36.749095160433214,-0.03663188670794448,346,1,0.08358763701363969,0.17425813517135696
206:10:71,10,71,348,139,139,12.031250953674316,12.559925079345703,14.526985168457031,12.031250953674316,12.559925079345703,14.526985168457031,0.0020000000949949026,0.010285714641213417,0.6700000166893005,130.19879695621526,57.32139054530452,-36.768753476971916,-0.04153237043452408,347,1,0.08554282417737587,0.20205905794924833
206:10:71,10,71,349,139,139,11.977995872497559,12.591925621032715,14.489944458007812,11.977995872497559,12.591925621032715,14.489944458007812,0.0028571428265422583,0.011142857372760773,1.2648571729660034,130.62129930221323,57.30082314954117,-36.77705885897595,-0.04141281059410685,348,1,0.08511403485750167,0.19930170478470996
206:10:71,10,71,350,120,120,12.195293426513672,12.726642608642578,14.143498420715332,12.195293426513672,12.726642608642578,14.143498420715332,0.0028571428265422583,0.010999999940395355,1.0125714540481567,130.95087583260414,57.31482171738402,-36.73757283608862,-0.04916209102824328,349,1,0.09012016194002023,0.21624054716231927
206:10:71,10,71,351,114,114,12.294248580932617,12.719619750976562,14.590238571166992,12.294248580932617,12.719619750976562,14.590238571166992,0.0022857142612338066,0.012000000104308128,1.1065714359283447,131.11579617286677,57.339054563699264,-36.81129821897969,-0.045298145174913367,350,1,0.0890150124051596,0.2412561280973826
