structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:15:6,109,4,4,76939;77935;77938;77939,32.82830047607422,83,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:66,110,4,4,79309;79310;80341;82373,19.45449447631836,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:10:76,110,1,1,61898,48.18756866455078,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:10:77,110,1,1,65990,40.63764572143555,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:10:94,110,2,2,68031;68035,30.119220733642578,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:15:6,110,4,4,75905;76937;77937;77938,32.904052734375,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:15:7,110,3,3,75909;75910;76941,33.76530838012695,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:30:20,110,1,1,89148,17.710186004638672,80,train/branched_low_rough_2,28,train/branched_low_rough_6
206:10:76,111,2,2,60897;61897,47.71418762207031,83,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:92,111,1,1,69783,41.97669219970703,83,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:95,111,3,3,77876;78911;78912,40.00760269165039,83,train/branched_low_rough_2,31,train/branched_low_rough_6
206:15:5,111,1,1,77940,35.388797760009766,83,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:66,112,3,3,70081;71114;71115,20.201520919799805,82,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:67,112,1,1,71125,23.624513626098633,82,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:76,112,1,1,60896,47.313804626464844,82,train/branched_low_rough_2,31,train/branched_low_rough_6
206:15:6,112,4,4,75899;76931;77931;78968,34.00067901611328,82,train/branched_low_rough_2,31,train/branched_low_rough_6
206:254:8,112,4,4,64968;65967;65968;68032,28.80527114868164,82,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:67,113,2,2,68066;74190,23.7759952545166,85,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:77,113,3,3,61890;61891;63955,40.25857162475586,85,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:90,113,1,1,64722,46.53688049316406,85,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:114,113,1,1,82986,34.52463912963867,85,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:7,113,4,7,79899;80932;81932;82964,34.338462829589844,1,train/sheet_raised_rough_7,0,
206:10:67,114,2,2,72155;74189,22.963024139404297,82,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:8,114,4,4,64967;65966;65967;70063,28.296772003173828,82,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:7,114,4,8,79899;80931;81931;82963,34.771095275878906,1,train/sheet_raised_rough_7,0,
206:254:7,114,4,8,79898;79899;80930;80931,34.74034881591797,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:67,115,3,3,67026;73187;74187,22.553007125854492,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:10:77,115,1,1,65986,39.104644775390625,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:10:91,115,1,1,74883,37.70054626464844,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:10:93,115,4,4,85072;86072;89168;92231,18.40154457092285,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:11:1,115,1,1,62910,43.50336837768555,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:15:7,115,2,2,73834;75899,35.61152648925781,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:254:8,115,3,3,64967;65967;68029,28.02422332763672,85,train/branched_low_rough_2,32,train/branched_low_rough_6
206:254:7,115,4,8,79898;80930;80931;81931,35.187721252441406,1,train/sheet_raised_rough_7,0,
206:10:67,116,2,2,72153;73185,22.29164695739746,81,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:77,116,1,1,61888,39.731571197509766,81,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:93,116,3,3,81976;83007;84040,18.928661346435547,81,train/branched_low_rough_2,30,train/branched_low_rough_6
206:15:6,116,3,3,75893;76926;77926,34.893798828125,81,train/branched_low_rough_2,30,train/branched_low_rough_6
206:30:19,116,4,4,86052;87084;89147;90147,18.983417510986328,81,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:67,117,1,1,74188,21.829763412475586,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:77,117,2,2,64984;67016,38.41465759277344,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:91,117,4,4,72852;72859;73852;74884,38.30037307739258,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:93,117,1,1,87102,19.45869255065918,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:15:5,117,1,1,74871,36.51055145263672,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:30:19,117,4,4,85051;86050;86051;88114,19.284404754638672,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:8,117,4,4,64965;65964;68027;69059,27.52908706665039,84,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:7,117,4,8,78864;78865;79896;79897,36.07284927368164,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:77,118,1,1,61886,38.9765739440918,85,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:93,118,1,1,81971,19.549856185913086,85,train/branched_low_rough_2,31,train/branched_low_rough_6
206:15:7,118,1,1,74865,35.76755142211914,85,train/branched_low_rough_2,31,train/branched_low_rough_6
206:30:19,118,4,4,82985;84017;86049;87081,19.572656631469727,85,train/branched_low_rough_2,31,train/branched_low_rough_6
206:254:7,118,4,7,78864;79896;79897;80928,36.57621765136719,1,train/sheet_raised_rough_7,0,
206:10:77,119,2,2,61885;64981,38.297725677490234,83,train/branched_low_rough_2,29,train/branched_low_rough_6
206:10:90,119,1,1,64710,46.81687927246094,83,train/branched_low_rough_2,29,train/branched_low_rough_6
206:10:93,119,1,1,81970,19.922855377197266,83,train/branched_low_rough_2,29,train/branched_low_rough_6
206:15:6,119,3,3,74860;75892;76924,35.1800422668457,83,train/branched_low_rough_2,29,train/branched_low_rough_6
206:10:77,120,1,1,64979,37.52988052368164,88,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:90,120,1,1,68800,45.973934173583984,88,train/branched_low_rough_2,31,train/branched_low_rough_6
206:10:93,120,2,2,81968;86061,20.278379440307617,88,train/branched_low_rough_2,31,train/branched_low_rough_6
206:15:6,120,1,1,75887,36.16930389404297,88,train/branched_low_rough_2,31,train/branched_low_rough_6
206:30:19,120,3,3,82981;86045;87077,20.229902267456055,88,train/branched_low_rough_2,31,train/branched_low_rough_6
206:254:7,120,4,5,78862;78863;79894;79895,37.45597457885742,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:68,121,1,1,72160,26.28028106689453,86,train/branched_low_rough_2,30,train/branched_low_rough_6
206:10:76,121,1,1,60890,44.28081130981445,86,train/branched_low_rough_2,30,train/branched_low_rough_6
206:15:7,121,2,2,75892;77924,36.66004943847656,86,train/branched_low_rough_2,30,train/branched_low_rough_6
206:30:19,121,1,1,82979,20.586660385131836,86,train/branched_low_rough_2,30,train/branched_low_rough_6
206:254:7,121,4,5,78861;78862;79893;79894,37.9281005859375,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:75,122,1,1,64995,49.07487487792969,91,train/branched_low_rough_2,33,train/branched_low_rough_6
206:10:90,122,1,1,65704,47.51164627075195,91,train/branched_low_rough_2,33,train/branched_low_rough_6
206:254:7,122,4,4,78860;78861;79892;79893,38.39397430419922,90,train/branched_low_rough_2,32,train/branched_low_rough_6
206:254:7,122,2,4,78860;78861,38.38660430908203,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:76,123,1,1,61886,43.71256637573242,89,train/branched_low_rough_2,34,train/branched_low_rough_6
206:15:7,123,4,4,73826;75890;76923;77923,36.97389602661133,89,train/branched_low_rough_2,34,train/branched_low_rough_6
206:254:7,123,4,5,78860;79892;79893;80924,38.869346618652344,1,train/sheet_raised_rough_7,0,
206:254:7,123,1,5,78860,38.86260223388672,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:76,124,2,2,59860;60885,44.2679443359375,91,train/branched_low_rough_2,35,train/branched_low_rough_6
206:254:7,124,4,4,77827;78859;79891;80923,39.38397216796875,90,train/branched_low_rough_2,34,train/branched_low_rough_6
206:254:7,124,2,4,77827;78859,39.374698638916016,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:76,125,3,3,59859;60888;61889,42.736568450927734,92,train/branched_low_rough_2,36,train/branched_low_rough_6
206:254:7,125,4,4,78858;79890;79891;80922,39.862972259521484,91,train/branched_low_rough_2,35,train/branched_low_rough_6
206:254:7,125,1,4,78858,39.84560012817383,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:77,126,1,1,67005,35.43143844604492,91,train/branched_low_rough_2,36,train/branched_low_rough_6
206:254:7,126,4,4,78857;78858;79889;79890,40.28459930419922,90,train/branched_low_rough_2,35,train/branched_low_rough_6
206:254:7,126,2,4,78857;78858,40.28459930419922,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:68,127,1,1,73185,24.166004180908203,91,train/branched_low_rough_2,37,train/branched_low_rough_6
206:10:76,127,2,2,60885;60886,42.02880859375,91,train/branched_low_rough_2,37,train/branched_low_rough_6
206:10:77,127,2,2,64972;67004,35.094661712646484,91,train/branched_low_rough_2,37,train/branched_low_rough_6
206:15:7,127,3,3,76914;76915;77915,38.39404296875,91,train/branched_low_rough_2,37,train/branched_low_rough_6
206:254:7,127,3,3,78857;79889;80921,40.84159851074219,90,train/branched_low_rough_2,36,train/branched_low_rough_6
206:254:7,127,1,3,78857,40.84159851074219,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:76,128,4,4,60882;60883;60884;61886,43.02880859375,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:10:77,128,4,4,62907;64969;64972;65969,34.878761291503906,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:15:7,128,1,1,76913,38.696044921875,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:254:7,128,4,4,78856;78857;79888;79889,41.27947235107422,93,train/branched_low_rough_2,37,train/branched_low_rough_6
206:254:7,128,2,4,78856;78857,41.30760192871094,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:15:7,129,3,3,74850;76912;77912,39.012794494628906,89,train/branched_low_rough_2,33,train/branched_low_rough_6
206:254:7,129,2,2,78856;79888,41.83897399902344,88,train/branched_low_rough_2,32,train/branched_low_rough_6
206:10:68,130,1,1,74182,23.1507625579834,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:10:77,130,2,2,65967;65968,34.20664978027344,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:15:6,130,4,4,76905;76907;77908;78939,38.63782501220703,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:15:7,130,4,4,76913;77914;78942;78945,38.95691680908203,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:254:7,130,4,4,78847;78855;78856;79887,42.328102111816406,93,train/branched_low_rough_2,37,train/branched_low_rough_6
206:254:7,130,1,4,78847,42.73679733276367,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:68,131,1,1,74181,22.76776123046875,92,train/branched_low_rough_2,37,train/branched_low_rough_6
206:10:77,131,3,3,65965;65966;68031,33.954647064208984,92,train/branched_low_rough_2,37,train/branched_low_rough_6
206:10:95,131,1,1,78893,46.679603576660156,92,train/branched_low_rough_2,37,train/branched_low_rough_6
206:15:6,131,4,4,75874;76905;76906;78938,38.886451721191406,92,train/branched_low_rough_2,37,train/branched_low_rough_6
206:15:7,131,3,3,76911;78941;78944,39.203041076660156,92,train/branched_low_rough_2,37,train/branched_low_rough_6
206:254:7,131,2,2,78847;78855,42.977699279785156,91,train/branched_low_rough_2,36,train/branched_low_rough_6
206:254:7,131,1,2,78847,43.19279479980469,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:76,132,3,3,60879;60880;61878,41.48980712890625,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:10:77,132,1,1,65964,33.6296501159668,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:15:6,132,4,4,75873;76904;76905;78937,39.13995361328125,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:15:7,132,4,4,76908;76910;78940;78943,39.75554656982422,94,train/branched_low_rough_2,38,train/branched_low_rough_6
206:254:7,132,2,2,78854;78855,43.198097229003906,93,train/branched_low_rough_2,37,train/branched_low_rough_6
206:10:68,133,1,1,75209,22.035566329956055,87,train/branched_low_rough_4,37,train/branched_low_rough_6
206:10:93,133,1,1,86044,24.680892944335938,87,train/branched_low_rough_4,37,train/branched_low_rough_6
206:15:5,133,4,4,76912;76913;77912;77913,41.02042007446289,87,train/branched_low_rough_4,37,train/branched_low_rough_6
206:15:6,133,4,4,75872;76903;76904;77904,39.40117263793945,87,train/branched_low_rough_4,37,train/branched_low_rough_6
206:15:7,133,2,2,75877;77909,39.91255187988281,87,train/branched_low_rough_4,37,train/branched_low_rough_6
206:254:7,133,2,2,78854;79886,43.67247009277344,86,train/branched_low_rough_4,36,train/branched_low_rough_6
206:10:93,134,1,1,86043,25.078895568847656,88,train/branched_low_rough_4,36,train/branched_low_rough_6
206:15:5,134,4,4,76911;76912;77911;77912,41.30341720581055,88,train/branched_low_rough_4,36,train/branched_low_rough_6
206:15:6,134,4,4,75871;76903;77903;78935,39.693172454833984,88,train/branched_low_rough_4,36,train/branched_low_rough_6
206:15:7,134,2,2,77908;77909,40.152793884277344,88,train/branched_low_rough_4,36,train/branched_low_rough_6
206:254:7,134,2,2,78853;78854,44.16609191894531,87,train/branched_low_rough_4,35,train/branched_low_rough_6
206:254:8,134,1,1,68004,23.499229431152344,88,train/branched_low_rough_4,36,train/branched_low_rough_6
206:10:92,135,4,4,70772;70773;70775;70776,46.150001525878906,92,train/branched_low_rough_4,40,train/branched_low_rough_6
206:15:5,135,4,4,76910;76911;77910;77911,41.60929489135742,92,train/branched_low_rough_4,40,train/branched_low_rough_6
206:254:7,135,2,2,78853;79885,44.674468994140625,91,train/branched_low_rough_4,39,train/branched_low_rough_6
206:10:92,136,2,2,70771;70772,46.18649673461914,91,train/branched_low_rough_4,39,train/branched_low_rough_6
206:15:5,136,3,3,76909;77909;77910,41.91279602050781,91,train/branched_low_rough_4,39,train/branched_low_rough_6
206:15:6,136,2,2,77901;78933,40.19820022583008,91,train/branched_low_rough_4,39,train/branched_low_rough_6
206:254:7,136,1,1,78853,45.204593658447266,90,train/branched_low_rough_4,38,train/branched_low_rough_6
206:10:68,137,2,2,75202;75205,20.671566009521484,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:10:69,137,3,3,70091;71121;72153,26.66851234436035,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:10:77,137,1,1,64961,31.890884399414062,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:10:95,137,1,1,79920,48.62734603881836,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:15:6,137,4,4,76900;77898;77900;78932,40.63132095336914,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:15:7,137,2,2,77903;77905,41.194793701171875,92,train/branched_low_rough_4,38,train/branched_low_rough_6
206:254:7,137,3,3,78853;79884;79885,45.584346771240234,91,train/branched_low_rough_4,37,train/branched_low_rough_6
206:254:7,137,1,3,78853,45.59459686279297,1,train/sheet_raised_sparse_3,1,train/sheet_raised_sparse_3
206:10:69,138,2,2,69088;72152,26.36061668395996,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:10:76,138,4,4,59843;59844;59845;62907,38.355079650878906,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:10:92,138,4,4,70768;71801;71802;71803,46.802764892578125,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:15:5,138,4,4,77907;77908;78939;78940,42.54579162597656,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:15:7,138,1,1,77904,41.37079620361328,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:254:7,138,1,1,79884,46.05934524536133,89,train/branched_low_rough_4,38,train/branched_low_rough_6
206:254:8,138,1,1,74128,22.60076332092285,90,train/branched_low_rough_4,39,train/branched_low_rough_6
206:10:69,139,2,2,68054;69086,26.07158851623535,87,train/branched_low_rough_1,38,train/branched_low_rough_6
206:10:75,139,1,1,63947,43.36115264892578,87,train/branched_low_rough_1,38,train/branched_low_rough_6
206:10:77,139,4,4,60863;63924;63926;63928,31.391159057617188,87,train/branched_low_rough_1,38,train/branched_low_rough_6
206:15:7,139,1,1,76903,41.760040283203125,87,train/branched_low_rough_1,38,train/branched_low_rough_6
206:254:7,139,2,2,79884;80916,46.55171203613281,86,train/branched_low_rough_1,37,train/branched_low_rough_6
206:10:68,140,1,1,75199,19.618568420410156,87,train/branched_low_rough_1,39,train/branched_low_rough_6
206:10:79,140,3,3,89146;89147;89148,22.76517677307129,87,train/branched_low_rough_1,39,train/branched_low_rough_6
206:10:91,140,3,3,74851;75880;76915,44.29354476928711,87,train/branched_low_rough_1,39,train/branched_low_rough_6
206:15:5,140,4,4,76905;76906;77906;78938,43.11241912841797,87,train/branched_low_rough_1,39,train/branched_low_rough_6
206:15:6,140,4,4,76898;77895;77898;78930,41.54441833496094,87,train/branched_low_rough_1,39,train/branched_low_rough_6
